tag_code,Tag_date,exposure_dam,exposure_ladder,exposure_start_date,exposure_end_date,exposure_begin,exposure_end,exposure_duration,censor_approach,censor_ladder,Species,Length..mm.,Weight..g.,Age
900_226000141001,5/9/2014 12:00,2,,5/25/2014 0:00,NA,372,396,24,2,NA,Alosa aestivalis,214,200,3
900_226000141001,5/9/2014 12:00,2,,5/26/2014 0:00,NA,396,420,24,2,NA,Alosa aestivalis,214,200,3
900_226000141001,5/9/2014 12:00,2,,5/27/2014 0:00,NA,420,444,24,2,NA,Alosa aestivalis,214,200,3
900_226000141001,5/9/2014 12:00,2,,5/28/2014 0:00,NA,444,468,24,2,NA,Alosa aestivalis,214,200,3
900_226000141001,5/9/2014 12:00,2,,5/29/2014 0:00,NA,468,492,24,2,NA,Alosa aestivalis,214,200,3
900_226000141001,5/9/2014 12:00,2,,5/30/2014 0:00,NA,492,516,24,2,NA,Alosa aestivalis,214,200,3
900_226000141001,5/9/2014 12:00,2,,5/31/2014 0:00,NA,516,540,24,2,NA,Alosa aestivalis,214,200,3
900_226000141001,5/9/2014 12:00,2,,6/1/2014 0:00,NA,540,564,24,2,NA,Alosa aestivalis,214,200,3
900_226000141001,5/9/2014 12:00,2,,6/2/2014 0:00,NA,564,588,24,2,NA,Alosa aestivalis,214,200,3
900_226000141001,5/9/2014 12:00,2,,6/3/2014 0:00,NA,588,612,24,2,NA,Alosa aestivalis,214,200,3
900_226000141001,5/9/2014 12:00,2,,6/4/2014 0:00,NA,612,636,24,2,NA,Alosa aestivalis,214,200,3
900_226000141001,5/9/2014 12:00,2,,6/5/2014 0:00,NA,636,660,24,2,NA,Alosa aestivalis,214,200,3
900_226000141001,5/9/2014 12:00,2,,6/6/2014 0:00,NA,660,684,24,2,NA,Alosa aestivalis,214,200,3
900_226000141001,5/9/2014 12:00,2,,6/7/2014 0:00,NA,684,708,24,2,NA,Alosa aestivalis,214,200,3
900_226000141001,5/9/2014 12:00,2,,6/8/2014 0:00,NA,708,732,24,2,NA,Alosa aestivalis,214,200,3
900_226000141001,5/9/2014 12:00,2,,6/9/2014 0:00,NA,732,756,24,2,NA,Alosa aestivalis,214,200,3
900_226000141001,5/9/2014 12:00,2,,6/10/2014 0:00,NA,756,780,24,2,NA,Alosa aestivalis,214,200,3
900_226000141001,5/9/2014 12:00,2,,6/11/2014 0:00,NA,780,804,24,2,NA,Alosa aestivalis,214,200,3
900_226000141001,5/9/2014 12:00,2,,6/12/2014 0:00,NA,804,828,24,2,NA,Alosa aestivalis,214,200,3
900_226000141001,5/9/2014 12:00,2,,6/13/2014 0:00,NA,828,852,24,2,NA,Alosa aestivalis,214,200,3
900_226000141001,5/9/2014 12:00,2,,6/14/2014 0:00,NA,852,876,24,2,NA,Alosa aestivalis,214,200,3
900_226000141001,5/9/2014 12:00,2,,6/15/2014 0:00,NA,876,900,24,2,NA,Alosa aestivalis,214,200,3
900_226000141001,5/9/2014 12:00,2,,6/16/2014 0:00,NA,900,924,24,2,NA,Alosa aestivalis,214,200,3
900_226000141001,5/9/2014 12:00,2,,6/17/2014 0:00,NA,924,948,24,2,NA,Alosa aestivalis,214,200,3
900_226000141001,5/9/2014 12:00,2,,6/18/2014 0:00,NA,948,972,24,2,NA,Alosa aestivalis,214,200,3
900_226000141001,5/9/2014 12:00,2,,6/19/2014 0:00,NA,972,996,24,2,NA,Alosa aestivalis,214,200,3
900_226000141001,5/9/2014 12:00,2,,6/20/2014 0:00,NA,996,1020,24,2,NA,Alosa aestivalis,214,200,3
900_226000141001,5/9/2014 12:00,2,,6/21/2014 0:00,NA,1020,1044,24,2,NA,Alosa aestivalis,214,200,3
900_226000141001,5/9/2014 12:00,2,,6/22/2014 0:00,NA,1044,1068,24,2,NA,Alosa aestivalis,214,200,3
900_226000141001,5/9/2014 12:00,2,,6/23/2014 0:00,NA,1068,1092,24,2,NA,Alosa aestivalis,214,200,3
900_226000141001,5/9/2014 12:00,2,,6/24/2014 0:00,NA,1092,1116,24,2,NA,Alosa aestivalis,214,200,3
900_226000141001,5/9/2014 12:00,2,,6/25/2014 0:00,NA,1116,1140,24,2,NA,Alosa aestivalis,214,200,3
900_226000141001,5/9/2014 12:00,2,,6/26/2014 0:00,NA,1140,1164,24,2,NA,Alosa aestivalis,214,200,3
900_226000141001,5/9/2014 12:00,2,,6/27/2014 0:00,NA,1164,1188,24,2,NA,Alosa aestivalis,214,200,3
900_226000141001,5/9/2014 12:00,2,,6/28/2014 0:00,NA,1188,1212,24,2,NA,Alosa aestivalis,214,200,3
900_226000141001,5/9/2014 12:00,2,,6/29/2014 0:00,NA,1212,1236,24,2,NA,Alosa aestivalis,214,200,3
900_226000141001,5/9/2014 12:00,2,,6/30/2014 0:00,NA,1236,1260,24,2,NA,Alosa aestivalis,214,200,3
900_226000141001,5/9/2014 12:00,2,,7/1/2014 0:00,NA,1260,1284,24,2,NA,Alosa aestivalis,214,200,3
900_226000141003,5/9/2014 12:00,1,,5/9/2014 12:00,NA,0,12,12,2,NA,Alosa aestivalis,208,200,3
900_226000141003,5/9/2014 12:00,1,,5/10/2014 0:00,NA,12,36,24,2,NA,Alosa aestivalis,208,200,3
900_226000141003,5/9/2014 12:00,1,,5/11/2014 0:00,NA,36,60,24,2,NA,Alosa aestivalis,208,200,3
900_226000141003,5/9/2014 12:00,1,,5/12/2014 0:00,NA,60,84,24,2,NA,Alosa aestivalis,208,200,3
900_226000141003,5/9/2014 12:00,1,,5/13/2014 0:00,NA,84,108,24,2,NA,Alosa aestivalis,208,200,3
900_226000141003,5/9/2014 12:00,1,,5/14/2014 0:00,NA,108,132,24,2,NA,Alosa aestivalis,208,200,3
900_226000141003,5/9/2014 12:00,1,,5/15/2014 0:00,NA,132,156,24,2,NA,Alosa aestivalis,208,200,3
900_226000141003,5/9/2014 12:00,1,,5/16/2014 0:00,NA,156,180,24,2,NA,Alosa aestivalis,208,200,3
900_226000141003,5/9/2014 12:00,1,,5/17/2014 0:00,5/17/2014 8:36,180,188.6158333,8.6158333,1,NA,Alosa aestivalis,208,200,3
900_226000141003,5/9/2014 12:00,,1,5/17/2014 8:36,5/17/2014 8:38,188.6158333,188.6347222,0.018888889,,0,Alosa aestivalis,208,200,3
900_226000141003,5/9/2014 12:00,2,,5/17/2014 8:38,5/17/2014 23:59,188.6347222,204,15.3652778,2,,Alosa aestivalis,208,200,3
900_226000141003,5/9/2014 12:00,2,,5/18/2014 0:00,NA,204,228,24,2,NA,Alosa aestivalis,208,200,3
900_226000141003,5/9/2014 12:00,2,,5/19/2014 0:00,NA,228,252,24,2,NA,Alosa aestivalis,208,200,3
900_226000141003,5/9/2014 12:00,2,,5/20/2014 0:00,NA,252,276,24,2,NA,Alosa aestivalis,208,200,3
900_226000141003,5/9/2014 12:00,2,,5/21/2014 0:00,NA,276,300,24,2,NA,Alosa aestivalis,208,200,3
900_226000141003,5/9/2014 12:00,2,,5/22/2014 0:00,NA,300,324,24,2,NA,Alosa aestivalis,208,200,3
900_226000141003,5/9/2014 12:00,2,,5/23/2014 0:00,NA,324,348,24,2,NA,Alosa aestivalis,208,200,3
900_226000141003,5/9/2014 12:00,2,,5/24/2014 0:00,NA,348,372,24,2,NA,Alosa aestivalis,208,200,3
900_226000141003,5/9/2014 12:00,2,,5/25/2014 0:00,NA,372,396,24,2,NA,Alosa aestivalis,208,200,3
900_226000141003,5/9/2014 12:00,2,,5/26/2014 0:00,NA,396,420,24,2,NA,Alosa aestivalis,208,200,3
900_226000141003,5/9/2014 12:00,2,,5/27/2014 0:00,NA,420,444,24,2,NA,Alosa aestivalis,208,200,3
900_226000141003,5/9/2014 12:00,2,,5/28/2014 0:00,NA,444,468,24,2,NA,Alosa aestivalis,208,200,3
900_226000141003,5/9/2014 12:00,2,,5/29/2014 0:00,NA,468,492,24,2,NA,Alosa aestivalis,208,200,3
900_226000141003,5/9/2014 12:00,2,,5/30/2014 0:00,NA,492,516,24,2,NA,Alosa aestivalis,208,200,3
900_226000141003,5/9/2014 12:00,2,,5/31/2014 0:00,NA,516,540,24,2,NA,Alosa aestivalis,208,200,3
900_226000141003,5/9/2014 12:00,2,,6/1/2014 0:00,NA,540,564,24,2,NA,Alosa aestivalis,208,200,3
900_226000141003,5/9/2014 12:00,2,,6/2/2014 0:00,NA,564,588,24,2,NA,Alosa aestivalis,208,200,3
900_226000141003,5/9/2014 12:00,2,,6/3/2014 0:00,NA,588,612,24,2,NA,Alosa aestivalis,208,200,3
900_226000141003,5/9/2014 12:00,2,,6/4/2014 0:00,NA,612,636,24,2,NA,Alosa aestivalis,208,200,3
900_226000141003,5/9/2014 12:00,2,,6/5/2014 0:00,NA,636,660,24,2,NA,Alosa aestivalis,208,200,3
900_226000141003,5/9/2014 12:00,2,,6/6/2014 0:00,NA,660,684,24,2,NA,Alosa aestivalis,208,200,3
900_226000141003,5/9/2014 12:00,2,,6/7/2014 0:00,NA,684,708,24,2,NA,Alosa aestivalis,208,200,3
900_226000141003,5/9/2014 12:00,2,,6/8/2014 0:00,NA,708,732,24,2,NA,Alosa aestivalis,208,200,3
900_226000141003,5/9/2014 12:00,2,,6/9/2014 0:00,NA,732,756,24,2,NA,Alosa aestivalis,208,200,3
900_226000141003,5/9/2014 12:00,2,,6/10/2014 0:00,NA,756,780,24,2,NA,Alosa aestivalis,208,200,3
900_226000141003,5/9/2014 12:00,2,,6/11/2014 0:00,NA,780,804,24,2,NA,Alosa aestivalis,208,200,3
900_226000141003,5/9/2014 12:00,2,,6/12/2014 0:00,NA,804,828,24,2,NA,Alosa aestivalis,208,200,3
900_226000141003,5/9/2014 12:00,2,,6/13/2014 0:00,NA,828,852,24,2,NA,Alosa aestivalis,208,200,3
900_226000141003,5/9/2014 12:00,2,,6/14/2014 0:00,NA,852,876,24,2,NA,Alosa aestivalis,208,200,3
900_226000141003,5/9/2014 12:00,2,,6/15/2014 0:00,NA,876,900,24,2,NA,Alosa aestivalis,208,200,3
900_226000141003,5/9/2014 12:00,2,,6/16/2014 0:00,NA,900,924,24,2,NA,Alosa aestivalis,208,200,3
900_226000141003,5/9/2014 12:00,2,,6/17/2014 0:00,NA,924,948,24,2,NA,Alosa aestivalis,208,200,3
900_226000141003,5/9/2014 12:00,2,,6/18/2014 0:00,NA,948,972,24,2,NA,Alosa aestivalis,208,200,3
900_226000141003,5/9/2014 12:00,2,,6/19/2014 0:00,NA,972,996,24,2,NA,Alosa aestivalis,208,200,3
900_226000141003,5/9/2014 12:00,2,,6/20/2014 0:00,NA,996,1020,24,2,NA,Alosa aestivalis,208,200,3
900_226000141003,5/9/2014 12:00,2,,6/21/2014 0:00,NA,1020,1044,24,2,NA,Alosa aestivalis,208,200,3
900_226000141003,5/9/2014 12:00,2,,6/22/2014 0:00,NA,1044,1068,24,2,NA,Alosa aestivalis,208,200,3
900_226000141003,5/9/2014 12:00,2,,6/23/2014 0:00,NA,1068,1092,24,2,NA,Alosa aestivalis,208,200,3
900_226000141003,5/9/2014 12:00,2,,6/24/2014 0:00,NA,1092,1116,24,2,NA,Alosa aestivalis,208,200,3
900_226000141003,5/9/2014 12:00,2,,6/25/2014 0:00,NA,1116,1140,24,2,NA,Alosa aestivalis,208,200,3
900_226000141003,5/9/2014 12:00,2,,6/26/2014 0:00,NA,1140,1164,24,2,NA,Alosa aestivalis,208,200,3
900_226000141003,5/9/2014 12:00,2,,6/27/2014 0:00,NA,1164,1188,24,2,NA,Alosa aestivalis,208,200,3
900_226000141003,5/9/2014 12:00,2,,6/28/2014 0:00,NA,1188,1212,24,2,NA,Alosa aestivalis,208,200,3
900_226000141003,5/9/2014 12:00,2,,6/29/2014 0:00,NA,1212,1236,24,2,NA,Alosa aestivalis,208,200,3
900_226000141003,5/9/2014 12:00,2,,6/30/2014 0:00,NA,1236,1260,24,2,NA,Alosa aestivalis,208,200,3
900_226000141003,5/9/2014 12:00,2,,7/1/2014 0:00,NA,1260,1284,24,2,NA,Alosa aestivalis,208,200,3
900_226000141005,5/8/2014 12:00,1,,5/8/2014 12:00,NA,0,12,12,2,NA,Alosa aestivalis,200,150,3
900_226000141005,5/8/2014 12:00,1,,5/9/2014 0:00,NA,12,36,24,2,NA,Alosa aestivalis,200,150,3
900_226000141005,5/8/2014 12:00,1,,5/10/2014 0:00,NA,36,60,24,2,NA,Alosa aestivalis,200,150,3
900_226000141005,5/8/2014 12:00,1,,5/11/2014 0:00,NA,60,84,24,2,NA,Alosa aestivalis,200,150,3
900_226000141005,5/8/2014 12:00,1,,5/12/2014 0:00,NA,84,108,24,2,NA,Alosa aestivalis,200,150,3
900_226000141005,5/8/2014 12:00,1,,5/13/2014 0:00,NA,108,132,24,2,NA,Alosa aestivalis,200,150,3
900_226000141005,5/8/2014 12:00,1,,5/14/2014 0:00,NA,132,156,24,2,NA,Alosa aestivalis,200,150,3
900_226000141005,5/8/2014 12:00,1,,5/15/2014 0:00,NA,156,180,24,2,NA,Alosa aestivalis,200,150,3
900_226000141005,5/8/2014 12:00,1,,5/16/2014 0:00,NA,180,204,24,2,NA,Alosa aestivalis,200,150,3
900_226000141005,5/8/2014 12:00,1,,5/17/2014 0:00,5/17/2014 6:54,204,210.9080556,6.9080556,1,NA,Alosa aestivalis,200,150,3
900_226000141005,5/8/2014 12:00,,1,5/17/2014 6:54,5/17/2014 6:55,210.9080556,210.92,0.011944444,,0,Alosa aestivalis,200,150,3
900_226000141005,5/8/2014 12:00,2,,5/17/2014 6:55,5/17/2014 23:59,210.92,228,17.08,2,,Alosa aestivalis,200,150,3
900_226000141005,5/8/2014 12:00,2,,5/18/2014 0:00,NA,228,252,24,2,NA,Alosa aestivalis,200,150,3
900_226000141005,5/8/2014 12:00,2,,5/19/2014 0:00,5/19/2014 10:26,252,262.4411111,10.4411111,1,NA,Alosa aestivalis,200,150,3
900_226000141005,5/8/2014 12:00,,2,5/19/2014 10:26,5/19/2014 10:27,262.4411111,262.4563889,0.015277778,,0,Alosa aestivalis,200,150,3
900_226000141005,5/8/2014 12:00,3,,5/19/2014 10:27,5/19/2014 23:59,262.4563889,276,13.5436111,2,,Alosa aestivalis,200,150,3
900_226000141005,5/8/2014 12:00,3,,5/20/2014 0:00,5/20/2014 6:34,276,282.5827778,6.5827778,1,NA,Alosa aestivalis,200,150,3
900_226000141005,5/8/2014 12:00,,3,5/20/2014 6:34,5/20/2014 6:35,282.5827778,282.5994444,0.016666667,,0,Alosa aestivalis,200,150,3
900_226000141005,5/8/2014 12:00,4,,5/20/2014 6:35,5/20/2014 23:59,282.5994444,300,17.4005556,2,,Alosa aestivalis,200,150,3
900_226000141005,5/8/2014 12:00,4,,5/21/2014 0:00,NA,300,324,24,2,NA,Alosa aestivalis,200,150,3
900_226000141005,5/8/2014 12:00,4,,5/22/2014 0:00,NA,324,348,24,2,NA,Alosa aestivalis,200,150,3
900_226000141005,5/8/2014 12:00,4,,5/23/2014 0:00,NA,348,372,24,2,NA,Alosa aestivalis,200,150,3
900_226000141005,5/8/2014 12:00,4,,5/24/2014 0:00,NA,372,396,24,2,NA,Alosa aestivalis,200,150,3
900_226000141005,5/8/2014 12:00,4,,5/25/2014 0:00,NA,396,420,24,2,NA,Alosa aestivalis,200,150,3
900_226000141005,5/8/2014 12:00,4,,5/26/2014 0:00,NA,420,444,24,2,NA,Alosa aestivalis,200,150,3
900_226000141005,5/8/2014 12:00,4,,5/27/2014 0:00,NA,444,468,24,2,NA,Alosa aestivalis,200,150,3
900_226000141005,5/8/2014 12:00,4,,5/28/2014 0:00,NA,468,492,24,2,NA,Alosa aestivalis,200,150,3
900_226000141005,5/8/2014 12:00,4,,5/29/2014 0:00,NA,492,516,24,2,NA,Alosa aestivalis,200,150,3
900_226000141005,5/8/2014 12:00,4,,5/30/2014 0:00,NA,516,540,24,2,NA,Alosa aestivalis,200,150,3
900_226000141005,5/8/2014 12:00,4,,5/31/2014 0:00,NA,540,564,24,2,NA,Alosa aestivalis,200,150,3
900_226000141005,5/8/2014 12:00,4,,6/1/2014 0:00,NA,564,588,24,2,NA,Alosa aestivalis,200,150,3
900_226000141005,5/8/2014 12:00,4,,6/2/2014 0:00,NA,588,612,24,2,NA,Alosa aestivalis,200,150,3
900_226000141005,5/8/2014 12:00,4,,6/3/2014 0:00,NA,612,636,24,2,NA,Alosa aestivalis,200,150,3
900_226000141005,5/8/2014 12:00,4,,6/4/2014 0:00,NA,636,660,24,2,NA,Alosa aestivalis,200,150,3
900_226000141005,5/8/2014 12:00,4,,6/5/2014 0:00,NA,660,684,24,2,NA,Alosa aestivalis,200,150,3
900_226000141005,5/8/2014 12:00,4,,6/6/2014 0:00,NA,684,708,24,2,NA,Alosa aestivalis,200,150,3
900_226000141005,5/8/2014 12:00,4,,6/7/2014 0:00,NA,708,732,24,2,NA,Alosa aestivalis,200,150,3
900_226000141005,5/8/2014 12:00,4,,6/8/2014 0:00,NA,732,756,24,2,NA,Alosa aestivalis,200,150,3
900_226000141005,5/8/2014 12:00,4,,6/9/2014 0:00,NA,756,780,24,2,NA,Alosa aestivalis,200,150,3
900_226000141005,5/8/2014 12:00,4,,6/10/2014 0:00,NA,780,804,24,2,NA,Alosa aestivalis,200,150,3
900_226000141005,5/8/2014 12:00,4,,6/11/2014 0:00,NA,804,828,24,2,NA,Alosa aestivalis,200,150,3
900_226000141005,5/8/2014 12:00,4,,6/12/2014 0:00,NA,828,852,24,2,NA,Alosa aestivalis,200,150,3
900_226000141005,5/8/2014 12:00,4,,6/13/2014 0:00,NA,852,876,24,2,NA,Alosa aestivalis,200,150,3
900_226000141005,5/8/2014 12:00,4,,6/14/2014 0:00,NA,876,900,24,2,NA,Alosa aestivalis,200,150,3
900_226000141005,5/8/2014 12:00,4,,6/15/2014 0:00,NA,900,924,24,2,NA,Alosa aestivalis,200,150,3
900_226000141005,5/8/2014 12:00,4,,6/16/2014 0:00,NA,924,948,24,2,NA,Alosa aestivalis,200,150,3
900_226000141005,5/8/2014 12:00,4,,6/17/2014 0:00,NA,948,972,24,2,NA,Alosa aestivalis,200,150,3
900_226000141005,5/8/2014 12:00,4,,6/18/2014 0:00,NA,972,996,24,2,NA,Alosa aestivalis,200,150,3
900_226000141005,5/8/2014 12:00,4,,6/19/2014 0:00,NA,996,1020,24,2,NA,Alosa aestivalis,200,150,3
900_226000141005,5/8/2014 12:00,4,,6/20/2014 0:00,NA,1020,1044,24,2,NA,Alosa aestivalis,200,150,3
900_226000141005,5/8/2014 12:00,4,,6/21/2014 0:00,NA,1044,1068,24,2,NA,Alosa aestivalis,200,150,3
900_226000141005,5/8/2014 12:00,4,,6/22/2014 0:00,NA,1068,1092,24,2,NA,Alosa aestivalis,200,150,3
900_226000141005,5/8/2014 12:00,4,,6/23/2014 0:00,NA,1092,1116,24,2,NA,Alosa aestivalis,200,150,3
900_226000141005,5/8/2014 12:00,4,,6/24/2014 0:00,NA,1116,1140,24,2,NA,Alosa aestivalis,200,150,3
900_226000141005,5/8/2014 12:00,4,,6/25/2014 0:00,NA,1140,1164,24,2,NA,Alosa aestivalis,200,150,3
900_226000141005,5/8/2014 12:00,4,,6/26/2014 0:00,NA,1164,1188,24,2,NA,Alosa aestivalis,200,150,3
900_226000141005,5/8/2014 12:00,4,,6/27/2014 0:00,NA,1188,1212,24,2,NA,Alosa aestivalis,200,150,3
900_226000141005,5/8/2014 12:00,4,,6/28/2014 0:00,NA,1212,1236,24,2,NA,Alosa aestivalis,200,150,3
900_226000141005,5/8/2014 12:00,4,,6/29/2014 0:00,NA,1236,1260,24,2,NA,Alosa aestivalis,200,150,3
900_226000141005,5/8/2014 12:00,4,,6/30/2014 0:00,NA,1260,1284,24,2,NA,Alosa aestivalis,200,150,3
900_226000141005,5/8/2014 12:00,4,,7/1/2014 0:00,NA,1284,1308,24,2,NA,Alosa aestivalis,200,150,3
900_226000141006,5/8/2014 12:00,1,,5/8/2014 12:00,NA,0,12,12,2,NA,Alosa aestivalis,210,100,4
900_226000141006,5/8/2014 12:00,1,,5/9/2014 0:00,NA,12,36,24,2,NA,Alosa aestivalis,210,100,4
900_226000141006,5/8/2014 12:00,1,,5/10/2014 0:00,NA,36,60,24,2,NA,Alosa aestivalis,210,100,4
900_226000141006,5/8/2014 12:00,1,,5/11/2014 0:00,NA,60,84,24,2,NA,Alosa aestivalis,210,100,4
900_226000141006,5/8/2014 12:00,1,,5/12/2014 0:00,NA,84,108,24,2,NA,Alosa aestivalis,210,100,4
900_226000141006,5/8/2014 12:00,1,,5/13/2014 0:00,NA,108,132,24,2,NA,Alosa aestivalis,210,100,4
900_226000141006,5/8/2014 12:00,1,,5/14/2014 0:00,NA,132,156,24,2,NA,Alosa aestivalis,210,100,4
900_226000141006,5/8/2014 12:00,1,,5/15/2014 0:00,NA,156,180,24,2,NA,Alosa aestivalis,210,100,4
900_226000141006,5/8/2014 12:00,1,,5/16/2014 0:00,NA,180,204,24,2,NA,Alosa aestivalis,210,100,4
900_226000141006,5/8/2014 12:00,1,,5/17/2014 0:00,NA,204,228,24,2,NA,Alosa aestivalis,210,100,4
900_226000141006,5/8/2014 12:00,1,,5/18/2014 0:00,NA,228,252,24,2,NA,Alosa aestivalis,210,100,4
900_226000141006,5/8/2014 12:00,1,,5/19/2014 0:00,5/19/2014 7:40,252,259.6766667,7.6766667,1,NA,Alosa aestivalis,210,100,4
900_226000141006,5/8/2014 12:00,,1,5/19/2014 7:40,5/19/2014 7:42,259.6766667,259.7016667,0.025,,0,Alosa aestivalis,210,100,4
900_226000141006,5/8/2014 12:00,2,,5/19/2014 7:42,5/19/2014 23:59,259.7016667,276,16.2983333,2,,Alosa aestivalis,210,100,4
900_226000141006,5/8/2014 12:00,2,,5/20/2014 0:00,NA,276,300,24,2,NA,Alosa aestivalis,210,100,4
900_226000141006,5/8/2014 12:00,2,,5/21/2014 0:00,NA,300,324,24,2,NA,Alosa aestivalis,210,100,4
900_226000141006,5/8/2014 12:00,2,,5/22/2014 0:00,NA,324,348,24,2,NA,Alosa aestivalis,210,100,4
900_226000141006,5/8/2014 12:00,2,,5/23/2014 0:00,5/23/2014 6:58,348,354.9763889,6.9763889,1,NA,Alosa aestivalis,210,100,4
900_226000141006,5/8/2014 12:00,,2,5/23/2014 6:58,5/23/2014 7:00,354.9763889,355.0008333,0.024444445,,0,Alosa aestivalis,210,100,4
900_226000141006,5/8/2014 12:00,3,,5/23/2014 7:00,5/23/2014 23:59,355.0008333,372,16.9991667,2,,Alosa aestivalis,210,100,4
900_226000141006,5/8/2014 12:00,3,,5/24/2014 0:00,NA,372,396,24,2,NA,Alosa aestivalis,210,100,4
900_226000141006,5/8/2014 12:00,3,,5/25/2014 0:00,NA,396,420,24,2,NA,Alosa aestivalis,210,100,4
900_226000141006,5/8/2014 12:00,3,,5/26/2014 0:00,NA,420,444,24,2,NA,Alosa aestivalis,210,100,4
900_226000141006,5/8/2014 12:00,3,,5/27/2014 0:00,NA,444,468,24,2,NA,Alosa aestivalis,210,100,4
900_226000141006,5/8/2014 12:00,3,,5/28/2014 0:00,NA,468,492,24,2,NA,Alosa aestivalis,210,100,4
900_226000141006,5/8/2014 12:00,3,,5/29/2014 0:00,NA,492,516,24,2,NA,Alosa aestivalis,210,100,4
900_226000141006,5/8/2014 12:00,3,,5/30/2014 0:00,NA,516,540,24,2,NA,Alosa aestivalis,210,100,4
900_226000141006,5/8/2014 12:00,3,,5/31/2014 0:00,NA,540,564,24,2,NA,Alosa aestivalis,210,100,4
900_226000141006,5/8/2014 12:00,3,,6/1/2014 0:00,NA,564,588,24,2,NA,Alosa aestivalis,210,100,4
900_226000141006,5/8/2014 12:00,3,,6/2/2014 0:00,NA,588,612,24,2,NA,Alosa aestivalis,210,100,4
900_226000141006,5/8/2014 12:00,3,,6/3/2014 0:00,NA,612,636,24,2,NA,Alosa aestivalis,210,100,4
900_226000141006,5/8/2014 12:00,3,,6/4/2014 0:00,NA,636,660,24,2,NA,Alosa aestivalis,210,100,4
900_226000141006,5/8/2014 12:00,3,,6/5/2014 0:00,NA,660,684,24,2,NA,Alosa aestivalis,210,100,4
900_226000141006,5/8/2014 12:00,3,,6/6/2014 0:00,NA,684,708,24,2,NA,Alosa aestivalis,210,100,4
900_226000141006,5/8/2014 12:00,3,,6/7/2014 0:00,NA,708,732,24,2,NA,Alosa aestivalis,210,100,4
900_226000141006,5/8/2014 12:00,3,,6/8/2014 0:00,NA,732,756,24,2,NA,Alosa aestivalis,210,100,4
900_226000141006,5/8/2014 12:00,3,,6/9/2014 0:00,NA,756,780,24,2,NA,Alosa aestivalis,210,100,4
900_226000141006,5/8/2014 12:00,3,,6/10/2014 0:00,NA,780,804,24,2,NA,Alosa aestivalis,210,100,4
900_226000141006,5/8/2014 12:00,3,,6/11/2014 0:00,NA,804,828,24,2,NA,Alosa aestivalis,210,100,4
900_226000141006,5/8/2014 12:00,3,,6/12/2014 0:00,NA,828,852,24,2,NA,Alosa aestivalis,210,100,4
900_226000141006,5/8/2014 12:00,3,,6/13/2014 0:00,NA,852,876,24,2,NA,Alosa aestivalis,210,100,4
900_226000141006,5/8/2014 12:00,3,,6/14/2014 0:00,NA,876,900,24,2,NA,Alosa aestivalis,210,100,4
900_226000141006,5/8/2014 12:00,3,,6/15/2014 0:00,NA,900,924,24,2,NA,Alosa aestivalis,210,100,4
900_226000141006,5/8/2014 12:00,3,,6/16/2014 0:00,NA,924,948,24,2,NA,Alosa aestivalis,210,100,4
900_226000141006,5/8/2014 12:00,3,,6/17/2014 0:00,NA,948,972,24,2,NA,Alosa aestivalis,210,100,4
900_226000141006,5/8/2014 12:00,3,,6/18/2014 0:00,NA,972,996,24,2,NA,Alosa aestivalis,210,100,4
900_226000141006,5/8/2014 12:00,3,,6/19/2014 0:00,NA,996,1020,24,2,NA,Alosa aestivalis,210,100,4
900_226000141006,5/8/2014 12:00,3,,6/20/2014 0:00,NA,1020,1044,24,2,NA,Alosa aestivalis,210,100,4
900_226000141006,5/8/2014 12:00,3,,6/21/2014 0:00,NA,1044,1068,24,2,NA,Alosa aestivalis,210,100,4
900_226000141006,5/8/2014 12:00,3,,6/22/2014 0:00,NA,1068,1092,24,2,NA,Alosa aestivalis,210,100,4
900_226000141006,5/8/2014 12:00,3,,6/23/2014 0:00,NA,1092,1116,24,2,NA,Alosa aestivalis,210,100,4
900_226000141006,5/8/2014 12:00,3,,6/24/2014 0:00,NA,1116,1140,24,2,NA,Alosa aestivalis,210,100,4
900_226000141006,5/8/2014 12:00,3,,6/25/2014 0:00,NA,1140,1164,24,2,NA,Alosa aestivalis,210,100,4
900_226000141006,5/8/2014 12:00,3,,6/26/2014 0:00,NA,1164,1188,24,2,NA,Alosa aestivalis,210,100,4
900_226000141006,5/8/2014 12:00,3,,6/27/2014 0:00,NA,1188,1212,24,2,NA,Alosa aestivalis,210,100,4
900_226000141006,5/8/2014 12:00,3,,6/28/2014 0:00,NA,1212,1236,24,2,NA,Alosa aestivalis,210,100,4
900_226000141006,5/8/2014 12:00,3,,6/29/2014 0:00,NA,1236,1260,24,2,NA,Alosa aestivalis,210,100,4
900_226000141006,5/8/2014 12:00,3,,6/30/2014 0:00,NA,1260,1284,24,2,NA,Alosa aestivalis,210,100,4
900_226000141006,5/8/2014 12:00,3,,7/1/2014 0:00,NA,1284,1308,24,2,NA,Alosa aestivalis,210,100,4
900_226000141008,5/9/2014 12:00,1,,5/9/2014 12:00,NA,0,12,12,2,NA,Alosa aestivalis,215,125,3
900_226000141008,5/9/2014 12:00,1,,5/10/2014 0:00,NA,12,36,24,2,NA,Alosa aestivalis,215,125,3
900_226000141008,5/9/2014 12:00,1,,5/11/2014 0:00,NA,36,60,24,2,NA,Alosa aestivalis,215,125,3
900_226000141008,5/9/2014 12:00,1,,5/12/2014 0:00,NA,60,84,24,2,NA,Alosa aestivalis,215,125,3
